[11:49:25] [Server thread/INFO]: Starting minecraft server version 1.12.2
[11:49:25] [Server thread/INFO]: Loading properties
[11:49:25] [Server thread/INFO]: Default game type: SURVIVAL
[11:49:25] [Server thread/INFO]: Generating keypair
[11:49:26] [Server thread/INFO]: Starting Minecraft server on *:25565
[11:49:26] [Server thread/INFO]: Using epoll channel type
[11:49:26] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[11:49:26] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[11:49:26] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[11:49:26] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[11:49:26] [Server thread/INFO]: Preparing level "world"
[11:49:28] [Server thread/INFO]: Loaded 488 advancements
[11:49:29] [Server thread/INFO]: Preparing start region for level 0
[11:49:30] [Server thread/INFO]: Preparing spawn area: 0%
[11:49:31] [Server thread/INFO]: Preparing spawn area: 12%
[11:49:32] [Server thread/INFO]: Preparing spawn area: 24%
[11:49:33] [Server thread/INFO]: Preparing spawn area: 42%
[11:49:34] [Server thread/INFO]: Preparing spawn area: 58%
[11:49:35] [Server thread/INFO]: Preparing spawn area: 77%
[11:49:36] [Server thread/INFO]: Done (9.692s)! For help, type "help" or "?"
[12:50:52] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2174ms behind, skipping 43 tick(s)
[12:51:39] [Server thread/WARN]: songzhanlong moved too quickly! 1.0721466693874788,1.0,9.993787078991886
[12:51:39] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 4105ms behind, skipping 82 tick(s)
[12:52:25] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2451ms behind, skipping 49 tick(s)
[12:53:10] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2274ms behind, skipping 45 tick(s)
[12:53:57] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3534ms behind, skipping 70 tick(s)
[12:54:42] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2062ms behind, skipping 41 tick(s)
[12:55:27] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2097ms behind, skipping 41 tick(s)
[12:56:12] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2145ms behind, skipping 42 tick(s)
[12:57:42] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2262ms behind, skipping 45 tick(s)
[12:58:27] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2168ms behind, skipping 43 tick(s)
[12:59:13] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2722ms behind, skipping 54 tick(s)
[12:59:58] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2358ms behind, skipping 47 tick(s)
[13:01:29] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2488ms behind, skipping 49 tick(s)
[13:02:14] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2467ms behind, skipping 49 tick(s)
[13:03:00] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2455ms behind, skipping 49 tick(s)
[13:03:45] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2306ms behind, skipping 46 tick(s)
[13:04:31] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2382ms behind, skipping 47 tick(s)
[13:05:16] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2313ms behind, skipping 46 tick(s)
[13:06:01] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2419ms behind, skipping 48 tick(s)
[13:06:46] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2218ms behind, skipping 44 tick(s)
[13:08:22] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 7287ms behind, skipping 145 tick(s)
[13:15:52] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2167ms behind, skipping 43 tick(s)
[13:16:37] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2442ms behind, skipping 48 tick(s)
[13:17:23] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2543ms behind, skipping 50 tick(s)
[13:18:08] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2183ms behind, skipping 43 tick(s)
[13:18:53] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2133ms behind, skipping 42 tick(s)
[13:19:38] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2126ms behind, skipping 42 tick(s)
[13:20:24] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2625ms behind, skipping 52 tick(s)
[13:21:09] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2417ms behind, skipping 48 tick(s)
[13:22:40] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2182ms behind, skipping 43 tick(s)
[13:24:55] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2315ms behind, skipping 46 tick(s)
[13:25:40] [Server thread/WARN]: songzhanlong moved too quickly! -5.145463562592884,0.0,8.619224953006437
[13:25:40] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2090ms behind, skipping 41 tick(s)
[13:26:25] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2450ms behind, skipping 49 tick(s)
[13:27:11] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2750ms behind, skipping 55 tick(s)
[13:27:11] [Server thread/WARN]: songzhanlong moved too quickly! -7.078798658243755,-7.078400001525878,-1.6860885768294032
[13:27:56] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2238ms behind, skipping 44 tick(s)
[13:28:42] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2652ms behind, skipping 53 tick(s)
[13:29:27] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2359ms behind, skipping 47 tick(s)
[13:30:13] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2881ms behind, skipping 57 tick(s)
[13:30:59] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 3010ms behind, skipping 60 tick(s)
[13:31:45] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2984ms behind, skipping 59 tick(s)
[13:32:31] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2538ms behind, skipping 50 tick(s)
[13:33:17] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2699ms behind, skipping 53 tick(s)
[13:34:02] [Server thread/WARN]: Can't keep up! Did the system time change, or is the server overloaded? Running 2658ms behind, skipping 53 tick(s)
